Wahlkreisnummere,Name,Partei,Stimmenanteil,Bundesland,Listenplatz,Art
4,"Bollmann, Gereon",AfD,NA,Schleswig-Holstein,2,Liste
15,"Holm, Leif-Erik",AfD,NA,Mecklenburg-Vorpommern,1,Liste
16,"Komning, Enrico",AfD,NA,Mecklenburg-Vorpommern,2,Liste
19,"Dr. Baumann, Bernd",AfD,NA,Hamburg,1,Liste
26,"Wundrak, Franz Josef Joachim",AfD,NA,Niedersachsen,1,Liste
48,"Rinck, Frank Martin Klaus",AfD,NA,Niedersachsen,2,Liste
44,"Ehrhorn, Thomas Ludwig Walter",AfD,NA,Niedersachsen,3,Liste
43,"Friedhoff, Dietmar",AfD,NA,Niedersachsen,4,Liste
41,"König, Jörn Harald",AfD,NA,Niedersachsen,5,Liste
NA,"Dr. Gauland, Eberhardt Alexander",AfD,NA,Brandenburg,1,Liste
NA,"Springer, René",AfD,NA,Brandenburg,2,Liste
62,"Kotré, Steffen",AfD,NA,Brandenburg,3,Liste
NA,"Kleinwächter, Norbert",AfD,NA,Brandenburg,4,Liste
74,"Farle, Robert",AfD,25.1,Sachsen-Anhalt,NA,Direkt
71,"Ziegler, Kay-Uwe",AfD,24.2,Sachsen-Anhalt,NA,Direkt
73,"Reichardt, Martin",AfD,NA,Sachsen-Anhalt,1,Liste
67,"Schmidt, Jan Wenzel",AfD,NA,Sachsen-Anhalt,2,Liste
75,"von Storch, Beatrix",AfD,NA,Berlin,1,Liste
NA,"Dr. Curio, Gottfried",AfD,NA,Berlin,2,Liste
92,"Lucassen, Hans-Rüdiger",AfD,NA,Nordrhein-Westfalen,1,Liste
111,"Gottschalk, Kay",AfD,NA,Nordrhein-Westfalen,2,Liste
93,"Jacobi, Fabian",AfD,NA,Nordrhein-Westfalen,3,Liste
104,"Renner, Martin Erwin",AfD,NA,Nordrhein-Westfalen,4,Liste
123,"Schneider, Jörg",AfD,NA,Nordrhein-Westfalen,5,Liste
126,"Dr. Espendiller, Michael",AfD,NA,Nordrhein-Westfalen,6,Liste
143,"Helferich, Matthias",AfD,NA,Nordrhein-Westfalen,7,Liste
98,"Beckamp, Roger Friedrich Nikolaus",AfD,NA,Nordrhein-Westfalen,8,Liste
100,"Dr. Weyel, Harald",AfD,NA,Nordrhein-Westfalen,9,Liste
91,"Schmidt, Eugen",AfD,NA,Nordrhein-Westfalen,10,Liste
95,"Haug, Jochen",AfD,NA,Nordrhein-Westfalen,11,Liste
157,"Chrupalla, Tino",AfD,35.8,Sachsen,NA,Direkt
156,"Hilse, Karsten",AfD,33.4,Sachsen,NA,Direkt
161,"Bachmann, Carolin",AfD,33.4,Sachsen,NA,Direkt
158,"Janich, Steffen",AfD,33,Sachsen,NA,Direkt
164,"Dietz, Thomas",AfD,31.7,Sachsen,NA,Direkt
155,"Lenk, Barbara",AfD,31,Sachsen,NA,Direkt
163,"Moncsek, Mike",AfD,28.9,Sachsen,NA,Direkt
151,"Bochmann, René",AfD,27.8,Sachsen,NA,Direkt
165,"Moosdorf, Matthias",AfD,25.6,Sachsen,NA,Direkt
175,"Harder-Kühnel, Mariana Iris",AfD,NA,Hessen,1,Liste
183,"Cotar, Joana Eleonora",AfD,NA,Hessen,2,Liste
173,"Schulz, Uwe",AfD,NA,Hessen,3,Liste
167,"Nolte, Jan Ralf",AfD,NA,Hessen,4,Liste
195,"Prof. Dr. Kaufmann, Michael Heinz",AfD,29.3,Thüringen,NA,Direkt
194,"Brandner, Stephan Günther",AfD,29,Thüringen,NA,Direkt
192,"Bühl, Marcus",AfD,26.5,Thüringen,NA,Direkt
190,"Stöber, Klaus",AfD,24.8,Thüringen,NA,Direkt
189,"Pohl, Jürgen Hans",AfD,NA,Thüringen,2,Liste
205,"Münzenmaier, Sebastian",AfD,NA,Rheinland-Pfalz,1,Liste
201,"Höchst, Nicole",AfD,NA,Rheinland-Pfalz,2,Liste
197,"Bleck, Andreas",AfD,NA,Rheinland-Pfalz,3,Liste
232,"Boehringer, Peter Christian Pascal",AfD,NA,Bayern,1,Liste
231,"Miazga, Corinna",AfD,NA,Bayern,2,Liste
230,"Protschka, Stephan",AfD,NA,Bayern,3,Liste
217,"Bystron, Petr",AfD,NA,Bayern,4,Liste
244,"Sichert, Martin Johannes",AfD,NA,Bayern,5,Liste
214,"Huber, Johannes Josef",AfD,NA,Bayern,6,Liste
219,"Wiehle, Wolfgang",AfD,NA,Bayern,7,Liste
253,"Dr. Kraft, Rainer Detlef",AfD,NA,Bayern,8,Liste
221,"Otten, Gerold Joachim",AfD,NA,Bayern,9,Liste
237,"Peterka, Tobias Matthias",AfD,NA,Bayern,10,Liste
293,"Weidel, Alice Elisabeth",AfD,NA,Baden-Württemberg,1,Liste
265,"Hess, Martin Alexander",AfD,NA,Baden-Württemberg,2,Liste
258,"Dr. Spaniel, Dirk",AfD,NA,Baden-Württemberg,3,Liste
260,"Frohnmaier, Markus-Cornel",AfD,NA,Baden-Württemberg,4,Liste
266,"Dr. Jongen, Marc Stephan",AfD,NA,Baden-Württemberg,5,Liste
271,"Bernhard, Marc Albert",AfD,NA,Baden-Württemberg,6,Liste
274,"Dr. Kaufmann, Malte",AfD,NA,Baden-Württemberg,7,Liste
276,"Dr. Baum, Christina",AfD,NA,Baden-Württemberg,8,Liste
283,"Seitz, Thomas Michael Konrad",AfD,NA,Baden-Württemberg,9,Liste
299,"Dr. Wirth, Christian Friedrich",AfD,NA,Saarland,1,Liste
3,"Kubicki, Wolfgang",FDP,NA,Schleswig-Holstein,1,Liste
2,"Jensen-Bornhöft, Gyde",FDP,NA,Schleswig-Holstein,2,Liste
4,"Aschenberg-Dugnus, Christine Irene",FDP,NA,Schleswig-Holstein,3,Liste
14,"Reinhold, Hagen",FDP,NA,Mecklenburg-Vorpommern,1,Liste
NA,"Kruse, Michael",FDP,NA,Hamburg,1,Liste
NA,"Schröder, Ria Irmtraut Claudia",FDP,NA,Hamburg,2,Liste
28,"Dürr, Christian",FDP,NA,Niedersachsen,1,Liste
31,"Beeck, Jens",FDP,NA,Niedersachsen,2,Liste
44,"Schulz, Anja",FDP,NA,Niedersachsen,3,Liste
53,"Kuhle, Konstantin Elias",FDP,NA,Niedersachsen,4,Liste
42,"Gerschau, Knut",FDP,NA,Niedersachsen,5,Liste
34,"Dr. Hocker, Gero Clemens",FDP,NA,Niedersachsen,6,Liste
38,"Seestern-Pauly, Matthias",FDP,NA,Niedersachsen,7,Liste
61,"Teuteberg, Linda",FDP,NA,Brandenburg,1,Liste
57,"Boginski, Friedhelm Günter",FDP,NA,Brandenburg,2,Liste
66,"Dr. Faber, Marcus",FDP,NA,Sachsen-Anhalt,1,Liste
74,"Bodtke, Ingo",FDP,NA,Sachsen-Anhalt,2,Liste
80,"Meyer, Christoph Werner",FDP,NA,Berlin,1,Liste
76,"Kluckert, Daniela Kathrin",FDP,NA,Berlin,2,Liste
100,"Lindner, Christian Wolfgang",FDP,NA,Nordrhein-Westfalen,1,Liste
106,"Dr. Strack-Zimmermann, Marie-Agnes",FDP,NA,Nordrhein-Westfalen,2,Liste
96,"Graf Lambsdorff, Alexander",FDP,NA,Nordrhein-Westfalen,3,Liste
123,"Dr. Buschmann, Marco",FDP,NA,Nordrhein-Westfalen,4,Liste
149,"Vogel, Johannes",FDP,NA,Nordrhein-Westfalen,5,Liste
108,"Djir-Sarai, Bijan",FDP,NA,Nordrhein-Westfalen,6,Liste
110,"Fricke, Otto",FDP,NA,Nordrhein-Westfalen,7,Liste
93,"Houben, Reinhard Arnold",FDP,NA,Nordrhein-Westfalen,8,Liste
134,"Schäffler, Frank Uwe",FDP,NA,Nordrhein-Westfalen,9,Liste
98,"Westig, Nicole",FDP,NA,Nordrhein-Westfalen,10,Liste
126,"Busen, Karlheinz",FDP,NA,Nordrhein-Westfalen,11,Liste
92,"Herbrand, Markus",FDP,NA,Nordrhein-Westfalen,12,Liste
113,"Reuther, Bernd",FDP,NA,Nordrhein-Westfalen,13,Liste
147,"Cronenberg, Carl-Julius",FDP,NA,Nordrhein-Westfalen,14,Liste
138,"Helling-Plahr, Katrin",FDP,NA,Nordrhein-Westfalen,15,Liste
135,"Sauter, Christian",FDP,NA,Nordrhein-Westfalen,16,Liste
140,"in der Beek, Olaf Karl Wilhelm",FDP,NA,Nordrhein-Westfalen,17,Liste
159,"Herbst, Torsten",FDP,NA,Sachsen,1,Liste
162,"Müller-Rosentritt, Frank",FDP,NA,Sachsen,2,Liste
161,"Hartewig, Philipp",FDP,NA,Sachsen,3,Liste
164,"Harzer, Ulrike",FDP,NA,Sachsen,4,Liste
181,"Stark-Watzinger, Bettina",FDP,NA,Hessen,1,Liste
183,"Dr. Lieb, Thorsten Willibald",FDP,NA,Hessen,2,Liste
188,"Mansmann, Till Berthold",FDP,NA,Hessen,3,Liste
178,"Müller, Alexander",FDP,NA,Hessen,4,Liste
174,"Lenders, Jürgen",FDP,NA,Hessen,5,Liste
176,"Adler, Katja",FDP,NA,Hessen,6,Liste
196,"Ullrich, Gerald",FDP,NA,Thüringen,1,Liste
195,"Hanke, Reginald Karl Heinz",FDP,NA,Thüringen,2,Liste
211,"Dr. Wissing, Volker",FDP,NA,Rheinland-Pfalz,1,Liste
200,"Konrad, Carina",FDP,NA,Rheinland-Pfalz,2,Liste
NA,"Brandenburg, Mario",FDP,NA,Rheinland-Pfalz,3,Liste
197,"Weeser, Sandra",FDP,NA,Rheinland-Pfalz,4,Liste
217,"Föst, Daniel Wolfgang",FDP,NA,Bayern,1,Liste
244,"Hessel, Katja",FDP,NA,Bayern,2,Liste
247,"Klein, Karsten",FDP,NA,Bayern,3,Liste
220,"Dr. Köhler, Lukas Otto",FDP,NA,Bayern,4,Liste
219,"Sattelberger, Thomas Michael",FDP,NA,Bayern,5,Liste
256,"Thomae, Stephan",FDP,NA,Bayern,6,Liste
228,"Bauer, Nicole Anna Elisabeth",FDP,NA,Bayern,7,Liste
233,"Lechte, Ulrich",FDP,NA,Bayern,8,Liste
212,"Bubendorfer-Licht, Sandra",FDP,NA,Bayern,9,Liste
251,"Prof. Dr. Ullmann, Andrew John",FDP,NA,Bayern,10,Liste
NA,"Funke genannt Kaiser, Maximilian Ludwig",FDP,NA,Bayern,11,Liste
246,"Lütke, Kristine",FDP,NA,Bayern,12,Liste
271,"Theurer, Michael Alexander",FDP,NA,Baden-Württemberg,1,Liste
258,"Skudelny, Judith Sandra",FDP,NA,Baden-Württemberg,2,Liste
267,"Link, Michael Georg",FDP,NA,Baden-Württemberg,3,Liste
289,"Kober, Pascal Felix Ernst",FDP,NA,Baden-Württemberg,4,Liste
260,"Dr. Toncar, Florian",FDP,NA,Baden-Württemberg,5,Liste
294,"Strasser, Benjamin",FDP,NA,Baden-Württemberg,6,Liste
262,"Alt, Renata",FDP,NA,Baden-Württemberg,7,Liste
277,"Dr. Brandenburg, Jens",FDP,NA,Baden-Württemberg,8,Liste
282,"Dr. Hoffmann, Christoph",FDP,NA,Baden-Württemberg,9,Liste
264,"Prof. Dr. Seiter, Stephan",FDP,NA,Baden-Württemberg,11,Liste
268,"Abel, Valentin Christian",FDP,NA,Baden-Württemberg,12,Liste
275,"Stockmeier, Konrad Johann Lorenz",FDP,NA,Baden-Württemberg,13,Liste
287,"Dr. Jurisch, Ann-Veruschka",FDP,NA,Baden-Württemberg,14,Liste
279,"Semet, Rainer",FDP,NA,Baden-Württemberg,15,Liste
298,"Luksic, Oliver",FDP,NA,Saarland,1,Liste
7,"Möhring, Cornelia",DIE LINKE,NA,Schleswig-Holstein,1,Liste
14,"Dr. Bartsch, Dietmar Gerhard",DIE LINKE,NA,Mecklenburg-Vorpommern,1,Liste
12,"Latendorf, Ina",DIE LINKE,NA,Mecklenburg-Vorpommern,2,Liste
20,"Nastić, Zaklin Jadwiga",DIE LINKE,NA,Hamburg,1,Liste
27,"Mohamed Ali, Amira",DIE LINKE,NA,Niedersachsen,1,Liste
49,"Perli, Victor Angelo",DIE LINKE,NA,Niedersachsen,2,Liste
64,"Görke, Christian",DIE LINKE,NA,Brandenburg,1,Liste
58,"Domscheit-Berg, Anke Margarete",DIE LINKE,NA,Brandenburg,2,Liste
71,"Korte, Jan",DIE LINKE,NA,Sachsen-Anhalt,1,Liste
72,"Dr. Sitte, Petra",DIE LINKE,NA,Sachsen-Anhalt,2,Liste
84,"Gysi, Gregor",DIE LINKE,35.4,Berlin,NA,Direkt
86,"Dr. Lötzsch, Gesine",DIE LINKE,25.8,Berlin,NA,Direkt
85,"Pau, Petra Angelika",DIE LINKE,NA,Berlin,1,Liste
NA,"Dr. Wagenknecht, Sahra",DIE LINKE,NA,Nordrhein-Westfalen,1,Liste
94,"Birkwald, Matthias Walter",DIE LINKE,NA,Nordrhein-Westfalen,2,Liste
140,"Dagdelen, Sevim",DIE LINKE,NA,Nordrhein-Westfalen,3,Liste
87,"Hunko, Andrej Konstantin",DIE LINKE,NA,Nordrhein-Westfalen,4,Liste
128,"Vogler, Kathrin",DIE LINKE,NA,Nordrhein-Westfalen,5,Liste
116,"Leye, Christian",DIE LINKE,NA,Nordrhein-Westfalen,6,Liste
153,"Pellmann, Sören",DIE LINKE,22.8,Sachsen,NA,Direkt
159,"Kipping, Katja",DIE LINKE,NA,Sachsen,1,Liste
156,"Lay, Caren Nicole",DIE LINKE,NA,Sachsen,3,Liste
158,"Dr. Hahn, André",DIE LINKE,NA,Sachsen,4,Liste
182,"Wißler, Janine Natalie",DIE LINKE,NA,Hessen,1,Liste
173,"Al-Dailami, Ali Abass Yahya",DIE LINKE,NA,Hessen,2,Liste
193,"Hennig-Wellsow, Susanne Marianne",DIE LINKE,NA,Thüringen,1,Liste
191,"Lenkert, Ralph",DIE LINKE,NA,Thüringen,2,Liste
209,"Ulrich, Alexander",DIE LINKE,NA,Rheinland-Pfalz,1,Liste
220,"Gohlke, Nicole Stephanie",DIE LINKE,NA,Bayern,1,Liste
250,"Ernst, Klaus Friedrich",DIE LINKE,NA,Bayern,2,Liste
257,"Ferschl, Susanne",DIE LINKE,NA,Bayern,3,Liste
258,"Riexinger, Bernd Karl",DIE LINKE,NA,Baden-Württemberg,1,Liste
275,"Akbulut, Gökay",DIE LINKE,NA,Baden-Württemberg,2,Liste
289,"Tatti, Jessica Nadine",DIE LINKE,NA,Baden-Württemberg,3,Liste
1,"Habeck, Robert",GRÜNE,28.1,Schleswig-Holstein,NA,Direkt
5,"Amtsberg, Luise",GRÜNE,NA,Schleswig-Holstein,1,Liste
3,"Dr. Nestle, Ingrid Johanna",GRÜNE,NA,Schleswig-Holstein,3,Liste
10,"Dr. von Notz, Konstantin",GRÜNE,NA,Schleswig-Holstein,4,Liste
2,"Loop, Denise",GRÜNE,NA,Schleswig-Holstein,5,Liste
15,"Müller, Claudia Heike",GRÜNE,NA,Mecklenburg-Vorpommern,1,Liste
20,"Dr. Steffen, Till Benjamin",GRÜNE,29.8,Hamburg,NA,Direkt
19,"Heitmann, Linda",GRÜNE,29.7,Hamburg,NA,Direkt
21,"Beck, Katharina Barbara Maria",GRÜNE,NA,Hamburg,1,Liste
NA,"Fester, Emilia Johanna",GRÜNE,NA,Hamburg,3,Liste
38,"Polat, Filiz",GRÜNE,NA,Niedersachsen,1,Liste
42,"Kindler, Sven-Christian",GRÜNE,NA,Niedersachsen,2,Liste
28,"Schröder, Christina-Johanne",GRÜNE,NA,Niedersachsen,3,Liste
53,"Trittin, Jürgen",GRÜNE,NA,Niedersachsen,4,Liste
37,"Dr. Verlinden, Julia Maria Kornelia",GRÜNE,NA,Niedersachsen,5,Liste
51,"Bsirske, Frank",GRÜNE,NA,Niedersachsen,6,Liste
40,"Keul, Katja",GRÜNE,NA,Niedersachsen,7,Liste
46,"Limburg, Helge Stefan",GRÜNE,NA,Niedersachsen,8,Liste
52,"Otte, Karoline",GRÜNE,NA,Niedersachsen,9,Liste
29,"Wenzel, Peer Stefan",GRÜNE,NA,Niedersachsen,10,Liste
41,"Michaelsen, Swantje Henrike",GRÜNE,NA,Niedersachsen,11,Liste
54,"Dr. Kappert-Gonther, Kirsten",GRÜNE,NA,Bremen,1,Liste
61,"Baerbock, Annalena Charlotte Alma",GRÜNE,NA,Brandenburg,1,Liste
57,"Kellner, Michael",GRÜNE,NA,Brandenburg,2,Liste
70,"Lemke, Steffi",GRÜNE,NA,Sachsen-Anhalt,1,Liste
83,"Bayram, Canan",GRÜNE,37.8,Berlin,NA,Direkt
75,"Steinmüller, Hanna",GRÜNE,30.6,Berlin,NA,Direkt
76,"Gelbhaar, Stefan",GRÜNE,26.8,Berlin,NA,Direkt
80,"Paus, Elisabeth Maria",GRÜNE,NA,Berlin,1,Liste
81,"Künast, Renate Elly",GRÜNE,NA,Berlin,3,Liste
94,"Lehmann, Sven",GRÜNE,34.6,Nordrhein-Westfalen,NA,Direkt
129,"Klein-Schmeink, Maria Anna",GRÜNE,32.3,Nordrhein-Westfalen,NA,Direkt
87,"Krischer, Oliver (Mandat verzichtet)",GRÜNE,30.2,Nordrhein-Westfalen,NA,Direkt
96,"Uhlig, Katrin Babette",GRÜNE,25.2,Nordrhein-Westfalen,NA,Direkt
132,"Haßelmann, Britta Maria",GRÜNE,NA,Nordrhein-Westfalen,1,Liste
123,"Dr. Mihalic, Irene",GRÜNE,NA,Nordrhein-Westfalen,3,Liste
95,"Dröge, Katharina",GRÜNE,NA,Nordrhein-Westfalen,5,Liste
116,"Banaszak, Felix",GRÜNE,NA,Nordrhein-Westfalen,6,Liste
128,"Dr. Gesenhues, Jan-Niclas",GRÜNE,NA,Nordrhein-Westfalen,8,Liste
114,"Schauws, Ursula",GRÜNE,NA,Nordrhein-Westfalen,9,Liste
135,"Wagener, Robin Till Nils Johannes",GRÜNE,NA,Nordrhein-Westfalen,10,Liste
101,"Slawik, Nyke",GRÜNE,NA,Nordrhein-Westfalen,11,Liste
115,"Kaddor, Lamya",GRÜNE,NA,Nordrhein-Westfalen,12,Liste
105,"Dr. Nick, Ophelia Johanna",GRÜNE,NA,Nordrhein-Westfalen,13,Liste
140,"Lucks, Max",GRÜNE,NA,Nordrhein-Westfalen,14,Liste
120,"Gehring, Kai",GRÜNE,NA,Nordrhein-Westfalen,16,Liste
107,"Nanni, Sara",GRÜNE,NA,Nordrhein-Westfalen,17,Liste
100,"Außendorf, Maik",GRÜNE,NA,Nordrhein-Westfalen,18,Liste
134,"Gambir, Schahina",GRÜNE,NA,Nordrhein-Westfalen,19,Liste
109,"Henneberger, Kathrin",GRÜNE,NA,Nordrhein-Westfalen,20,Liste
127,"Dr. Spallek, Anne Monika",GRÜNE,NA,Nordrhein-Westfalen,21,Liste
142,"Kurth, Markus",GRÜNE,NA,Nordrhein-Westfalen,22,Liste
148,"Kraft, Laura Manuela",GRÜNE,NA,Nordrhein-Westfalen,23,Liste
138,"Dr. Dahmen, Janosch",GRÜNE,NA,Nordrhein-Westfalen,24,Liste
153,"Dr. Piechotta, Paula Louise",GRÜNE,NA,Sachsen,1,Liste
163,"Herrmann, Bernhard",GRÜNE,NA,Sachsen,2,Liste
160,"Spellerberg, Merle",GRÜNE,NA,Sachsen,3,Liste
183,"Nouripour, Omid",GRÜNE,29,Hessen,NA,Direkt
170,"Dr. Hoffmann, Bettina Martha Lieselotte",GRÜNE,NA,Hessen,1,Liste
181,"Schulz-Asche, Kordula Anna Paula",GRÜNE,NA,Hessen,3,Liste
185,"Dr. Strengmann-Kuhn, Wolfgang",GRÜNE,NA,Hessen,4,Liste
178,"Lührmann, Anna Kristina",GRÜNE,NA,Hessen,5,Liste
187,"Krämer, Philip",GRÜNE,NA,Hessen,6,Liste
182,"Düring, Deborah Saskia",GRÜNE,NA,Hessen,7,Liste
168,"Mijatović, Boris",GRÜNE,NA,Hessen,8,Liste
193,"Göring-Eckardt, Katrin",GRÜNE,NA,Thüringen,1,Liste
205,"Rößner, Tabea",GRÜNE,NA,Rheinland-Pfalz,1,Liste
211,"Dr. Lindner, Tobias",GRÜNE,NA,Rheinland-Pfalz,2,Liste
203,"Rüffer, Corinna Martina",GRÜNE,NA,Rheinland-Pfalz,3,Liste
207,"Prof. Dr. Grau, Armin Jürgen",GRÜNE,NA,Rheinland-Pfalz,4,Liste
219,"Schäfer, Jamila Anna",GRÜNE,27.5,Bayern,NA,Direkt
252,"Roth, Claudia Benedikta",GRÜNE,NA,Bayern,1,Liste
221,"Dr. Hofreiter, Anton Gerhard",GRÜNE,NA,Bayern,2,Liste
255,"Deligöz, Ekin",GRÜNE,NA,Bayern,3,Liste
220,"Janecek, Dieter Gerald",GRÜNE,NA,Bayern,4,Liste
248,"Dr. Rottmann, Manuela",GRÜNE,NA,Bayern,5,Liste
245,"Müller, Sascha",GRÜNE,NA,Bayern,6,Liste
231,"Grundl, Erhard",GRÜNE,NA,Bayern,8,Liste
236,"Badum, Lisa Hildegard",GRÜNE,NA,Bayern,9,Liste
233,"Schmidt, Stefan",GRÜNE,NA,Bayern,10,Liste
NA,"Weishaupt, Saskia Lea Raquel",GRÜNE,NA,Bayern,11,Liste
223,"Bär, Karl",GRÜNE,NA,Bayern,12,Liste
244,"Ganserer, Markus (Tessa)",GRÜNE,NA,Bayern,13,Liste
247,"Wagener, Niklas",GRÜNE,NA,Bayern,14,Liste
230,"Schönberger, Marlene Edeltraud",GRÜNE,NA,Bayern,15,Liste
238,"Wagner, Johannes",GRÜNE,NA,Bayern,16,Liste
258,"Özdemir, Cem",GRÜNE,39.9,Baden-Württemberg,NA,Direkt
274,"Dr. Brantner, Franziska Katharina",GRÜNE,30.2,Baden-Württemberg,NA,Direkt
271,"Mayer, Zoe",GRÜNE,30,Baden-Württemberg,NA,Direkt
281,"Kopf, Chantal Johanna Siglinde",GRÜNE,28.8,Baden-Württemberg,NA,Direkt
294,"Brugger, Agnes Monika",GRÜNE,NA,Baden-Württemberg,3,Liste
290,"Kühn, Christian",GRÜNE,NA,Baden-Württemberg,4,Liste
265,"Dr. Detzer, Sandra",GRÜNE,NA,Baden-Württemberg,5,Liste
289,"Müller-Gemmeke, Beate",GRÜNE,NA,Baden-Württemberg,6,Liste
268,"Ebner, Harald",GRÜNE,NA,Baden-Württemberg,7,Liste
259,"Dr. Christmann, Anna Maria",GRÜNE,NA,Baden-Württemberg,8,Liste
262,"Gastel, Matthias",GRÜNE,NA,Baden-Württemberg,9,Liste
269,"Lang, Ricarda",GRÜNE,NA,Baden-Württemberg,10,Liste
291,"Emmerich, Marcel",GRÜNE,NA,Baden-Württemberg,11,Liste
260,"Bacherle, Tobias Björn",GRÜNE,NA,Baden-Württemberg,13,Liste
279,"Aeffner, Stephanie",GRÜNE,NA,Baden-Württemberg,15,Liste
240,"Zeulner, Emmi",CSU,47.8,Bayern,NA,Direkt
216,"Dr. Brandl, Reinhard",CSU,44.9,Bayern,NA,Direkt
231,"Rainer, Alois Georg Josef",CSU,44.3,Bayern,NA,Direkt
212,"Mayer, Stephan",CSU,43.3,Bayern,NA,Direkt
237,"Dr. Launert, Silke",CSU,42.4,Bayern,NA,Direkt
213,"Dr. Lenz, Andreas",CSU,42.3,Bayern,NA,Direkt
226,"Dobrindt, Alexander",CSU,41.9,Bayern,NA,Direkt
223,"Radwan, Alexander Gamal",CSU,41.3,Bayern,NA,Direkt
239,"Dr. Friedrich, Hans-Peter",CSU,41.2,Bayern,NA,Direkt
254,"Lange, Ulrich",CSU,41.1,Bayern,NA,Direkt
250,"Dr. Weisgerber, Anja",CSU,40.9,Bayern,NA,Direkt
247,"Lindholz, Andrea",CSU,40.7,Bayern,NA,Direkt
253,"Durz, Hansjörg",CSU,40.6,Bayern,NA,Direkt
232,"Hierl, Susanne",CSU,40.3,Bayern,NA,Direkt
221,"Hahn, Florian Peter",CSU,39.1,Bayern,NA,Direkt
248,"Bär, Dorothee Gisela Renate Maria",CSU,39.1,Bayern,NA,Direkt
257,"Stracke, Stephan",CSU,38.8,Bayern,NA,Direkt
249,"Hoffmann, Alexander",CSU,38.6,Bayern,NA,Direkt
235,"Rupprecht, Albert Robert",CSU,38.5,Bayern,NA,Direkt
241,"Auernhammer, Artur",CSU,38.4,Bayern,NA,Direkt
224,"Kießling, Michael",CSU,38.2,Bayern,NA,Direkt
215,"Staffler, Katrin",CSU,38,Bayern,NA,Direkt
246,"Edelhäußer, Ralph",CSU,38,Bayern,NA,Direkt
227,"Erndl, Thomas Maximilian",CSU,37.4,Bayern,NA,Direkt
255,"Engelhard, Alexander",CSU,37.2,Bayern,NA,Direkt
236,"Silberhorn, Thomas",CSU,37,Bayern,NA,Direkt
251,"Lehrieder, Paul Alois",CSU,36.9,Bayern,NA,Direkt
225,"Dr. Ramsauer, Peter",CSU,36.6,Bayern,NA,Direkt
238,"Dr. Geissler, Jonas Alexander Tecumseh",CSU,36.5,Bayern,NA,Direkt
228,"Oßner, Florian",CSU,36.4,Bayern,NA,Direkt
214,"Irlstorfer, Erich",CSU,36.2,Bayern,NA,Direkt
222,"Ludwig, Daniela",CSU,36.1,Bayern,NA,Direkt
233,"Aumer, Peter",CSU,35.3,Bayern,NA,Direkt
230,"Straubinger, Max",CSU,35.1,Bayern,NA,Direkt
234,"Englhardt-Kopf, Martina",CSU,35.1,Bayern,NA,Direkt
242,"Müller, Stefan",CSU,35.1,Bayern,NA,Direkt
1,"Seidler, Stefan",SSW,NA,Schleswig-Holstein,1,Liste
